!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
secreto	{"ud.noun": 0.6923076923076923, "ud.propn": 0.07692307692307693, "ud.adj": 0.23076923076923078}
secretos	{"ud.adj": 0.6, "ud.noun": 0.4}
sector	{"ud.noun": 1.0}
sectores	{"ud.noun": 1.0}
secuela	{"ud.noun": 1.0}
secuencia	{"ud.noun": 1.0}
secuencias	{"ud.noun": 1.0}
secuestrados	{"ud.verb": 1.0}
secundaria	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
secundario	{"ud.adj": 1.0}
secundarios	{"ud.adj": 0.5, "ud.propn": 0.25, "ud.noun": 0.25}
seda	{"ud.noun": 0.6, "ud.propn": 0.4}
sede	{"ud.noun": 0.9361702127659575, "ud.propn": 0.06382978723404255}
see	{"ud.propn": 0.5, "ud.x": 0.5}
sega	{"ud.propn": 1.0}
segmento	{"ud.noun": 1.0}
segmentos	{"ud.noun": 1.0}
segovia	{"ud.propn": 1.0}
seguida	{"ud.verb": 1.0}
seguidas	{"ud.verb": 0.75, "ud.adj": 0.25}
seguido	{"ud.verb": 0.8260869565217391, "ud.adj": 0.17391304347826086}
seguidores	{"ud.noun": 1.0}
seguidos	{"ud.adj": 1.0}
seguimiento	{"ud.noun": 1.0}
seguimos	{"ud.verb": 1.0}
seguir	{"ud.verb": 1.0}
seguirá	{"ud.verb": 1.0}
seguirán	{"ud.verb": 1.0}
segunda	{"ud.adj": 0.717948717948718, "ud.propn": 0.18803418803418803, "ud.noun": 0.09401709401709402}
segundas	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
segundo	{"ud.adj": 0.8076923076923077, "ud.noun": 0.18269230769230768, "ud.propn": 0.009615384615384616}
segundos	{"ud.noun": 0.8333333333333334, "ud.adj": 0.08333333333333333, "ud.verb": 0.08333333333333333}
segura	{"ud.adj": 0.6, "ud.propn": 0.4}
seguramente	{"ud.adv": 1.0}
seguridad	{"ud.noun": 0.9583333333333334, "ud.propn": 0.041666666666666664}
seguro	{"ud.adj": 0.5925925925925926, "ud.propn": 0.07407407407407407, "ud.noun": 0.2222222222222222, "ud.adv": 0.1111111111111111}
seguros	{"ud.noun": 0.2857142857142857, "ud.adj": 0.7142857142857143}
seguía	{"ud.verb": 1.0}
según	{"ud.adp": 0.9279279279279279, "ud.sconj": 0.07207207207207207}
seis	{"ud.num": 0.9818181818181818, "ud.noun": 0.01818181818181818}
seleccionado	{"ud.verb": 0.5454545454545454, "ud.noun": 0.36363636363636365, "ud.adj": 0.09090909090909091}
seleccionados	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
selecciones	{"ud.noun": 1.0}
selección	{"ud.noun": 0.9791666666666666, "ud.propn": 0.020833333333333332}
sello	{"ud.noun": 1.0}
sellos	{"ud.noun": 1.0}
selva	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
selvas	{"ud.noun": 1.0}
semana	{"ud.noun": 0.9428571428571428, "ud.propn": 0.05714285714285714}
semanales	{"ud.adj": 1.0}
semanas	{"ud.noun": 1.0}
semestre	{"ud.noun": 1.0}
semi	{"ud.x": 0.8333333333333334, "ud.part": 0.16666666666666666}
semifinales	{"ud.noun": 1.0}
semillas	{"ud.noun": 1.0}
seminario	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
senado	{"ud.noun": 0.875, "ud.propn": 0.125}
senador	{"ud.noun": 1.0}
sencilla	{"ud.adj": 1.0}
sencillo	{"ud.adj": 0.35294117647058826, "ud.noun": 0.6470588235294118}
sencillos	{"ud.adj": 0.2857142857142857, "ud.noun": 0.7142857142857143}
senda	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
sendas	{"ud.propn": 0.3333333333333333, "ud.det": 0.6666666666666666}
seno	{"ud.noun": 1.0}
sensación	{"ud.noun": 1.0}
senshi	{"ud.propn": 1.0}
sensibilidad	{"ud.noun": 1.0}
sensor	{"ud.noun": 1.0}
sentar	{"ud.verb": 1.0}
sentencia	{"ud.noun": 1.0}
sentenciado	{"ud.verb": 1.0}
sentido	{"ud.noun": 0.9473684210526315, "ud.verb": 0.05263157894736842}
sentimiento	{"ud.noun": 1.0}
sentimientos	{"ud.noun": 1.0}
sentir	{"ud.verb": 0.7777777777777778, "ud.noun": 0.2222222222222222}
separa	{"ud.verb": 1.0}
separación	{"ud.noun": 1.0}
separada	{"ud.verb": 1.0}
separadas	{"ud.verb": 0.7777777777777778, "ud.adj": 0.2222222222222222}
separado	{"ud.adj": 0.5, "ud.verb": 0.3333333333333333, "ud.noun": 0.16666666666666666}
separados	{"ud.adj": 0.4, "ud.verb": 0.6}
separan	{"ud.verb": 1.0}
separar	{"ud.verb": 1.0}
separarse	{"ud._": 1.0}
septentrional	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
septiembre	{"ud.propn": 1.0}
sepulcro	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
sequía	{"ud.noun": 1.0}
ser	{"ud.aux": 0.868663594470046, "ud.verb": 0.06451612903225806, "ud.noun": 0.0576036866359447, "ud.propn": 0.009216589861751152}
sera	{"ud.verb": 1.0}
serbia	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
serbio	{"ud.adj": 0.8, "ud.noun": 0.2}
serbios	{"ud.noun": 1.0}
sercotel	{"ud.propn": 1.0}
seres	{"ud.noun": 1.0}
sergio	{"ud.propn": 1.0}
seria	{"ud.adj": 0.4, "ud.verb": 0.6}
seriamente	{"ud.adv": 1.0}
serias	{"ud.adj": 1.0}
serie	{"ud.noun": 0.9477611940298507, "ud.propn": 0.05223880597014925}
seriedad	{"ud.noun": 1.0}
series	{"ud.noun": 0.6428571428571429, "ud.propn": 0.35714285714285715}
serio	{"ud.noun": 0.2857142857142857, "ud.adj": 0.5714285714285714, "ud.propn": 0.14285714285714285}
serios	{"ud.adj": 1.0}
serra	{"ud.propn": 1.0}
serranía	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
servicio	{"ud.noun": 0.9649122807017544, "ud.propn": 0.03508771929824561}
servicios	{"ud.noun": 0.9538461538461539, "ud.propn": 0.046153846153846156}
servido	{"ud.verb": 1.0}
servidor	{"ud.noun": 1.0}
servir	{"ud.verb": 1.0}
servirá	{"ud.verb": 1.0}
servía	{"ud.verb": 1.0}
será	{"ud.aux": 0.7066666666666667, "ud.verb": 0.28, "ud.propn": 0.013333333333333334}
serán	{"ud.aux": 0.8, "ud.verb": 0.2}
serás	{"ud.aux": 0.6666666666666666, "ud.verb": 0.3333333333333333}
sería	{"ud.verb": 0.1016949152542373, "ud.aux": 0.8983050847457628}
serían	{"ud.aux": 0.7333333333333333, "ud.verb": 0.26666666666666666}
sesenta	{"ud.num": 1.0}
sesiones	{"ud.noun": 1.0}
sesión	{"ud.noun": 1.0}
set	{"ud.noun": 1.0}
setenta	{"ud.num": 1.0}
seudónimo	{"ud.noun": 1.0}
seudónimos	{"ud.noun": 1.0}
seven	{"ud.propn": 1.0}
severa	{"ud.adj": 1.0}
sevilla	{"ud.propn": 0.9666666666666667, "ud.noun": 0.03333333333333333}
sex	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
sexo	{"ud.noun": 1.0}
sexta	{"ud.adj": 0.75, "ud.noun": 0.125, "ud.propn": 0.125}
sexto	{"ud.propn": 0.2222222222222222, "ud.adj": 0.4444444444444444, "ud.noun": 0.3333333333333333}
sexual	{"ud.adj": 1.0}
sexuales	{"ud.adj": 1.0}
señal	{"ud.noun": 1.0}
señala	{"ud.verb": 1.0}
señalado	{"ud.verb": 1.0}
señalar	{"ud.verb": 1.0}
señales	{"ud.noun": 1.0}
señalización	{"ud.noun": 1.0}
señaló	{"ud.verb": 1.0}
señor	{"ud.noun": 0.8275862068965517, "ud.propn": 0.1724137931034483}
señora	{"ud.propn": 0.7692307692307693, "ud.noun": 0.23076923076923078}
señores	{"ud.noun": 1.0}
señorial	{"ud.adj": 1.0}
shadow	{"ud.propn": 1.0}
shakespeare	{"ud.propn": 1.0}
shane	{"ud.propn": 1.0}
shanghai	{"ud.propn": 1.0}
shanghái	{"ud.propn": 1.0}
shannon	{"ud.propn": 1.0}
shin	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
shock	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
shopping	{"ud.x": 1.0}
show	{"ud.propn": 0.2631578947368421, "ud.noun": 0.5789473684210527, "ud.x": 0.15789473684210525}
si	{"ud.sconj": 0.8403614457831325, "ud.cconj": 0.09337349397590361, "ud.adv": 0.04819277108433735, "ud.x": 0.012048192771084338, "ud.propn": 0.006024096385542169}
sicilia	{"ud.propn": 1.0}
sicilias	{"ud.propn": 1.0}
sid	{"ud.propn": 1.0}
sida	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
side	{"ud.propn": 1.0}
sido	{"ud.aux": 0.947136563876652, "ud.verb": 0.05286343612334802}
siempre	{"ud.adv": 1.0}
siena	{"ud.propn": 1.0}
siendo	{"ud.aux": 0.9338235294117647, "ud.verb": 0.0661764705882353}
siente	{"ud.verb": 1.0}
sienten	{"ud.verb": 1.0}
sientes	{"ud.verb": 1.0}
sierra	{"ud.propn": 0.8666666666666667, "ud.noun": 0.13333333333333333}
sierras	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
siervos	{"ud.noun": 1.0}
siete	{"ud.num": 0.8888888888888888, "ud.propn": 0.08888888888888889, "ud.noun": 0.022222222222222223}
siga	{"ud.verb": 1.0}
sigan	{"ud.verb": 1.0}
sigfrido	{"ud.propn": 0.75, "ud.adj": 0.25}
siglas	{"ud.noun": 0.9, "ud.adj": 0.1}
siglo	{"ud.noun": 0.9777777777777777, "ud.propn": 0.022222222222222223}
siglos	{"ud.noun": 1.0}
significa	{"ud.verb": 1.0}
significaba	{"ud.verb": 1.0}
significado	{"ud.noun": 0.8947368421052632, "ud.verb": 0.10526315789473684}
significados	{"ud.noun": 1.0}
significar	{"ud.verb": 1.0}
significaría	{"ud.verb": 1.0}
significativa	{"ud.adj": 1.0}
significativas	{"ud.adj": 1.0}
significativos	{"ud.adj": 1.0}
significó	{"ud.verb": 1.0}
signos	{"ud.noun": 1.0}
sigo	{"ud.verb": 1.0}
sigue	{"ud.verb": 0.9464285714285714, "ud.aux": 0.017857142857142856, "ud.propn": 0.03571428571428571}
siguen	{"ud.verb": 1.0}
siguiendo	{"ud.verb": 1.0}
siguiente	{"ud.adj": 0.8870967741935484, "ud.noun": 0.11290322580645161}
siguientes	{"ud.adj": 0.875, "ud.noun": 0.125}
siguieron	{"ud.verb": 1.0}
siguió	{"ud.verb": 1.0}
sigurd	{"ud.propn": 1.0}
silencio	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
silesia	{"ud.propn": 1.0}
silla	{"ud.propn": 0.25, "ud.noun": 0.75}
siluriformes	{"ud.propn": 0.75, "ud.noun": 0.25}
silva	{"ud.propn": 1.0}
silvestre	{"ud.adj": 0.5, "ud.propn": 0.5}
silvia	{"ud.propn": 1.0}
simbolismo	{"ud.noun": 1.0}
simbólica	{"ud.adj": 1.0}
similar	{"ud.adj": 1.0}
similares	{"ud.adj": 1.0}
simios	{"ud.noun": 0.75, "ud.propn": 0.25}
simon	{"ud.propn": 1.0}
simpatía	{"ud.noun": 1.0}
simple	{"ud.adj": 0.9090909090909091, "ud.noun": 0.09090909090909091}
simplemente	{"ud.adv": 1.0}
simpson	{"ud.propn": 1.0}
simultánea	{"ud.adj": 1.0}
simultáneamente	{"ud.adv": 1.0}
simétrico	{"ud.adj": 1.0}
simón	{"ud.propn": 1.0}
sin	{"ud.adp": 0.9975961538461539, "ud.part": 0.002403846153846154}
sinaloa	{"ud.propn": 1.0}
sinceramente	{"ud.adv": 1.0}
sindical	{"ud.adj": 0.8, "ud.propn": 0.2}
sindicatos	{"ud.noun": 1.0}
sinfónica	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
sing	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
singapur	{"ud.propn": 1.0}
single	{"ud.noun": 1.0}
singles	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
singular	{"ud.adj": 1.0}
singulares	{"ud.adj": 1.0}
siniestro	{"ud.noun": 0.8, "ud.adj": 0.2}
sino	{"ud.cconj": 0.9036144578313253, "ud.verb": 0.012048192771084338, "ud.adj": 0.012048192771084338, "ud.adv": 0.04819277108433735, "ud.propn": 0.012048192771084338, "ud.x": 0.012048192771084338}
sintetizador	{"ud.noun": 1.0}
sintió	{"ud.verb": 1.0}
sionismo	{"ud.noun": 1.0}
siquiera	{"ud.adv": 0.9333333333333333, "ud.noun": 0.06666666666666667}
sir	{"ud.propn": 0.6363636363636364, "ud.noun": 0.18181818181818182, "ud.x": 0.18181818181818182}
siria	{"ud.adj": 0.16666666666666666, "ud.propn": 0.8333333333333334}
sirva	{"ud.verb": 1.0}
sirve	{"ud.verb": 1.0}
sirven	{"ud.verb": 1.0}
sirviendo	{"ud.verb": 1.0}
sirvió	{"ud.verb": 1.0}
sistema	{"ud.noun": 0.9699248120300752, "ud.propn": 0.03007518796992481}
sistemas	{"ud.noun": 1.0}
sistemática	{"ud.propn": 0.5, "ud.adj": 0.5}
sistemático	{"ud.adj": 1.0}
sitio	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
sitios	{"ud.noun": 1.0}
situaciones	{"ud.noun": 1.0}
situación	{"ud.noun": 1.0}
situada	{"ud.verb": 0.9333333333333333, "ud.noun": 0.03333333333333333, "ud.adj": 0.03333333333333333}
situadas	{"ud.verb": 1.0}
situado	{"ud.adj": 0.2, "ud.verb": 0.8}
situados	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
situar	{"ud.verb": 1.0}
sitúa	{"ud.verb": 1.0}
sitúan	{"ud.verb": 1.0}
smart	{"ud.propn": 0.875, "ud.x": 0.125}
smith	{"ud.propn": 1.0}
sms	{"ud.propn": 0.75, "ud.x": 0.25}
so	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
soberana	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
soberanía	{"ud.noun": 1.0}
sobre	{"ud.adp": 0.9954648526077098, "ud.x": 0.0022675736961451248, "ud.propn": 0.0022675736961451248}
sobrecarga	{"ud.verb": 0.4, "ud.noun": 0.6}
sobrenombre	{"ud.noun": 1.0}
sobresale	{"ud.verb": 1.0}
sobretodo	{"ud.x": 1.0}
sobrevive	{"ud.verb": 1.0}
sobrevivientes	{"ud.noun": 1.0}
sobrevivir	{"ud.verb": 1.0}
sobrevivió	{"ud.verb": 1.0}
sobrino	{"ud.noun": 1.0}
soccer	{"ud.propn": 1.0}
social	{"ud.adj": 0.8823529411764706, "ud.propn": 0.11764705882352941}
sociales	{"ud.adj": 0.9428571428571428, "ud.propn": 0.05714285714285714}
socialismo	{"ud.noun": 1.0}
socialista	{"ud.propn": 0.3076923076923077, "ud.adj": 0.6538461538461539, "ud.noun": 0.038461538461538464}
socialistas	{"ud.noun": 0.7777777777777778, "ud.propn": 0.1111111111111111, "ud.adj": 0.1111111111111111}
sociedad	{"ud.propn": 0.2833333333333333, "ud.noun": 0.7166666666666667}
sociedades	{"ud.noun": 1.0}
society	{"ud.propn": 1.0}
socio	{"ud.noun": 0.7777777777777778, "ud.x": 0.2222222222222222}
sociología	{"ud.noun": 0.75, "ud.propn": 0.25}
socios	{"ud.noun": 1.0}
socorro	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
software	{"ud.noun": 0.8571428571428571, "ud.propn": 0.07142857142857142, "ud.x": 0.07142857142857142}
sofá	{"ud.noun": 1.0}
sol	{"ud.noun": 0.6, "ud.propn": 0.4}
sola	{"ud.propn": 0.047619047619047616, "ud.adj": 0.9047619047619048, "ud.adv": 0.047619047619047616}
solamente	{"ud.adv": 1.0}
solar	{"ud.noun": 0.4, "ud.adj": 0.5, "ud.propn": 0.1}
solares	{"ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.adj": 0.3333333333333333}
soldado	{"ud.noun": 0.8, "ud.propn": 0.2}
soldados	{"ud.noun": 1.0}
soldadura	{"ud.noun": 1.0}
soledad	{"ud.noun": 0.5833333333333334, "ud.propn": 0.4166666666666667}
solemne	{"ud.adj": 1.0}
solemnidad	{"ud.noun": 1.0}
solicitado	{"ud.verb": 1.0}
solicitar	{"ud.verb": 1.0}
solicitud	{"ud.noun": 1.0}
solicitó	{"ud.verb": 1.0}
solidaridad	{"ud.noun": 0.5714285714285714, "ud.propn": 0.42857142857142855}
solista	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
solitarias	{"ud.adj": 1.0}
solitario	{"ud.noun": 0.6666666666666666, "ud.propn": 0.08333333333333333, "ud.adj": 0.25}
solo	{"ud.adv": 0.8540145985401459, "ud.adj": 0.1386861313868613, "ud.noun": 0.0072992700729927005}
solos	{"ud.adj": 0.75, "ud.noun": 0.25}
soltar	{"ud.verb": 1.0}
solteros	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
solucionar	{"ud.verb": 1.0}
soluciones	{"ud.noun": 1.0}
solución	{"ud.noun": 1.0}
solía	{"ud.verb": 1.0}
solís	{"ud.propn": 1.0}
sombras	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
sombrero	{"ud.noun": 1.0}
someter	{"ud.verb": 1.0}
sometida	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
sometidas	{"ud.verb": 1.0}
sometido	{"ud.verb": 1.0}
sometidos	{"ud.verb": 0.75, "ud.noun": 0.25}
somos	{"ud.aux": 0.9375, "ud.propn": 0.0625}
son	{"ud.aux": 0.8911070780399274, "ud.propn": 0.0054446460980036296, "ud.verb": 0.10163339382940109, "ud.noun": 0.0018148820326678765}
sonda	{"ud.noun": 1.0}
sones	{"ud.noun": 1.0}
song	{"ud.propn": 1.0}
sonic	{"ud.propn": 1.0}
sonido	{"ud.noun": 1.0}
sonidos	{"ud.noun": 1.0}
sonora	{"ud.propn": 0.4, "ud.adj": 0.6}
sonoras	{"ud.adj": 1.0}
sonrisa	{"ud.noun": 1.0}
sony	{"ud.propn": 1.0}
soporta	{"ud.verb": 1.0}
soportaba	{"ud.verb": 1.0}
soportar	{"ud.verb": 1.0}
soporte	{"ud.noun": 0.7142857142857143, "ud.propn": 0.14285714285714285, "ud.verb": 0.14285714285714285}
soportes	{"ud.noun": 1.0}
soria	{"ud.propn": 1.0}
sorprende	{"ud.verb": 1.0}
sorprender	{"ud.verb": 1.0}
sorprendido	{"ud.verb": 1.0}
sorprendió	{"ud.verb": 1.0}
sorpresa	{"ud.noun": 1.0}
sorteo	{"ud.noun": 1.0}
sos	{"ud.propn": 1.0}
sosa	{"ud.propn": 1.0}
sospecha	{"ud.verb": 0.25, "ud.noun": 0.75}
sospechar	{"ud.verb": 1.0}
sospechas	{"ud.noun": 1.0}
sostener	{"ud.verb": 1.0}
sostenible	{"ud.adj": 0.75, "ud.propn": 0.25}
sostenido	{"ud.verb": 0.75, "ud.noun": 0.25}
sostiene	{"ud.verb": 1.0}
sostienen	{"ud.verb": 1.0}
sostuvo	{"ud.verb": 1.0}
soto	{"ud.propn": 1.0}
sotomayor	{"ud.propn": 1.0}
sound	{"ud.propn": 1.0}
south	{"ud.propn": 1.0}
soviética	{"ud.propn": 0.625, "ud.adj": 0.375}
soviéticas	{"ud.adj": 0.75, "ud.propn": 0.25}
soviético	{"ud.adj": 0.7, "ud.noun": 0.1, "ud.propn": 0.2}
soy	{"ud.aux": 0.6666666666666666, "ud.propn": 0.16666666666666666, "ud.verb": 0.16666666666666666}
spa	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
space	{"ud.propn": 1.0}
spears	{"ud.propn": 1.0}
species	{"ud.propn": 1.0}
spencer	{"ud.propn": 1.0}
spider	{"ud.propn": 0.5, "ud.x": 0.5}
sport	{"ud.noun": 0.14285714285714285, "ud.propn": 0.7142857142857143, "ud.x": 0.14285714285714285}
sporting	{"ud.propn": 1.0}
sportivo	{"ud.propn": 1.0}
springfield	{"ud.propn": 1.0}
springs	{"ud.propn": 1.0}
square	{"ud.propn": 1.0}
sr.	{"ud.propn": 0.25, "ud.x": 0.5, "ud.noun": 0.25}
ss	{"ud.propn": 1.0}
st.	{"ud.propn": 1.0}
stalin	{"ud.propn": 1.0}
stanley	{"ud.propn": 1.0}
star	{"ud.propn": 1.0}
state	{"ud.propn": 1.0}
states	{"ud.propn": 1.0}
stephanie	{"ud.propn": 1.0}
stephen	{"ud.propn": 1.0}
steve	{"ud.propn": 1.0}
stewart	{"ud.propn": 1.0}
stone	{"ud.propn": 0.8333333333333334, "ud.x": 0.16666666666666666}
stones	{"ud.propn": 1.0}
store	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
storm	{"ud.propn": 1.0}
street	{"ud.propn": 0.9333333333333333, "ud.x": 0.06666666666666667}
studio	{"ud.propn": 1.0}
studios	{"ud.propn": 1.0}
su	{"ud.det": 1.0}
suave	{"ud.adj": 1.0}
suaves	{"ud.adj": 1.0}
sub	{"ud.x": 0.75, "ud.part": 0.0625, "ud.propn": 0.125, "ud.noun": 0.0625}
subcampeón	{"ud.noun": 1.0}
sube	{"ud.verb": 1.0}
subespecies	{"ud.noun": 1.0}
subfamilia	{"ud.noun": 1.0}
subida	{"ud.noun": 1.0}
subiendo	{"ud.verb": 1.0}
subir	{"ud.verb": 1.0}
subió	{"ud.verb": 1.0}
sublime	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
submarino	{"ud.propn": 0.5, "ud.adj": 0.25, "ud.noun": 0.25}
submarinos	{"ud.noun": 1.0}
subregión	{"ud.noun": 1.0}
subsidios	{"ud.noun": 1.0}
subterráneo	{"ud.adj": 1.0}
subvención	{"ud.noun": 1.0}
sucede	{"ud.verb": 1.0}
suceder	{"ud.verb": 1.0}
sucedido	{"ud.verb": 1.0}
sucedió	{"ud.verb": 1.0}
sucesivamente	{"ud.adj": 0.25, "ud.adv": 0.75}
sucesivos	{"ud.adj": 1.0}
sucesión	{"ud.noun": 1.0}
suceso	{"ud.noun": 1.0}
sucesor	{"ud.noun": 1.0}
sucio	{"ud.adj": 1.0}
sucre	{"ud.propn": 1.0}
sucursal	{"ud.noun": 1.0}
sudamericana	{"ud.noun": 0.2, "ud.propn": 0.4, "ud.adj": 0.4}
sudamericanos	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
sudamérica	{"ud.propn": 1.0}
sudeste	{"ud.noun": 0.75, "ud.propn": 0.25}
sudoeste	{"ud.noun": 1.0}
sudáfrica	{"ud.propn": 1.0}
sue	{"ud.propn": 1.0}
sueca	{"ud.adj": 0.6, "ud.propn": 0.4}
suecia	{"ud.propn": 1.0}
sueco	{"ud.adj": 0.5454545454545454, "ud.noun": 0.45454545454545453}
sueldo	{"ud.noun": 1.0}
sueldos	{"ud.noun": 1.0}
suele	{"ud.verb": 1.0}
suelen	{"ud.verb": 0.9545454545454546, "ud.aux": 0.045454545454545456}
suelo	{"ud.verb": 0.1388888888888889, "ud.aux": 0.027777777777777776, "ud.noun": 0.8333333333333334}
suelos	{"ud.noun": 1.0}
suelta	{"ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.verb": 0.3333333333333333}
suena	{"ud.verb": 1.0}
suerte	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
sueño	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
sueños	{"ud.noun": 1.0}
suficiente	{"ud.adj": 0.9, "ud.noun": 0.1}
suficientemente	{"ud.adv": 1.0}
suficientes	{"ud.adj": 1.0}
sufre	{"ud.verb": 1.0}
sufrido	{"ud.verb": 1.0}
sufriendo	{"ud.verb": 1.0}
sufrieron	{"ud.verb": 1.0}
sufrir	{"ud.verb": 1.0}
sufrió	{"ud.verb": 1.0}
sugiere	{"ud.verb": 1.0}
suicidio	{"ud.noun": 1.0}
suite	{"ud.x": 0.25, "ud.noun": 0.5, "ud.propn": 0.25}
suites	{"ud.noun": 1.0}
suiza	{"ud.propn": 0.5789473684210527, "ud.adj": 0.42105263157894735}
suizo	{"ud.adj": 0.8888888888888888, "ud.noun": 0.1111111111111111}
sujeta	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
sujeto	{"ud.noun": 0.6, "ud.verb": 0.2, "ud.adj": 0.2}
sujetos	{"ud.noun": 0.6666666666666666, "ud.adj": 0.16666666666666666, "ud.verb": 0.16666666666666666}
sulfuros	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
sultán	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
suma	{"ud.noun": 0.4444444444444444, "ud.adj": 0.2222222222222222, "ud.verb": 0.3333333333333333}
sumado	{"ud.verb": 1.0}
sumamente	{"ud.adv": 1.0}
suman	{"ud.verb": 1.0}
sumar	{"ud.verb": 1.0}
sumatra	{"ud.propn": 1.0}
suministro	{"ud.noun": 1.0}
sumo	{"ud.adj": 0.6666666666666666, "ud.noun": 0.16666666666666666, "ud.propn": 0.16666666666666666}
super	{"ud.propn": 0.43478260869565216, "ud.x": 0.43478260869565216, "ud.adj": 0.08695652173913043, "ud.part": 0.043478260869565216}
supera	{"ud.verb": 1.0}
superado	{"ud.verb": 1.0}
superan	{"ud.verb": 1.0}
superando	{"ud.verb": 1.0}
superar	{"ud.verb": 1.0}
superficial	{"ud.adj": 1.0}
superficie	{"ud.noun": 1.0}
superficies	{"ud.noun": 1.0}
superior	{"ud.propn": 0.18032786885245902, "ud.adj": 0.7868852459016393, "ud.noun": 0.03278688524590164}
superiores	{"ud.adj": 0.9333333333333333, "ud.noun": 0.06666666666666667}
superioridad	{"ud.noun": 1.0}
superman	{"ud.propn": 1.0}
supervisión	{"ud.noun": 1.0}
supervivencia	{"ud.noun": 1.0}
suplementario	{"ud.adj": 1.0}
suplente	{"ud.adj": 0.4, "ud.noun": 0.6}
supo	{"ud.verb": 0.8571428571428571, "ud.aux": 0.14285714285714285}
supone	{"ud.verb": 1.0}
supongo	{"ud.verb": 1.0}
suponía	{"ud.verb": 1.0}
suprema	{"ud.adj": 0.5, "ud.propn": 0.5}
supremo	{"ud.adj": 0.35714285714285715, "ud.propn": 0.5714285714285714, "ud.noun": 0.07142857142857142}
supresión	{"ud.noun": 1.0}
supuestamente	{"ud.adv": 1.0}
supuestas	{"ud.adj": 1.0}
supuesto	{"ud.noun": 0.23809523809523808, "ud.adj": 0.3333333333333333, "ud.verb": 0.42857142857142855}
supuso	{"ud.verb": 1.0}
sur	{"ud.noun": 0.6787878787878788, "ud.propn": 0.296969696969697, "ud.verb": 0.006060606060606061, "ud.adp": 0.01818181818181818}
sureste	{"ud.noun": 0.8333333333333334, "ud.propn": 0.08333333333333333, "ud.adj": 0.08333333333333333}
surge	{"ud.verb": 1.0}
surgen	{"ud.verb": 1.0}
surgido	{"ud.verb": 1.0}
surgidos	{"ud.verb": 1.0}
surgiendo	{"ud.verb": 1.0}
surgieron	{"ud.verb": 1.0}
surgimiento	{"ud.noun": 1.0}
surgió	{"ud.verb": 1.0}
surinam	{"ud.propn": 1.0}
suroeste	{"ud.noun": 0.7, "ud.adj": 0.2, "ud.propn": 0.1}
surrealista	{"ud.adj": 1.0}
sus	{"ud.det": 0.9989270386266095, "ud.adj": 0.001072961373390558}
susan	{"ud.propn": 1.0}
suscitó	{"ud.verb": 1.0}
sushi	{"ud.x": 0.5, "ud.noun": 0.5}
