!	{"ud.punct": 1.0}
!!	{"ud.punct": 1.0}
!!!	{"ud.punct": 1.0}
!!!!	{"ud.punct": 1.0}
!!!!!	{"ud.punct": 1.0}
!!!!!!	{"ud.punct": 1.0}
!!!!!!!	{"ud.punct": 1.0}
!?	{"ud.punct": 1.0}
"	{"ud.punct": 0.9969135802469136, "ud.noun": 0.0030864197530864196}
t.v.	{"ud.noun": 1.0}
t3i	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
ta	{"ud.part": 0.6, "ud.adp": 0.4}
table	{"ud.noun": 0.9375, "ud.propn": 0.0625}
tables	{"ud.noun": 1.0}
tablet	{"ud.propn": 0.8, "ud.noun": 0.2}
tactic	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
tactics	{"ud.noun": 1.0}
tail	{"ud.noun": 1.0}
taiwan	{"ud.propn": 1.0}
take	{"ud.verb": 0.9695431472081218, "ud.noun": 0.030456852791878174}
taken	{"ud.verb": 1.0}
takes	{"ud.verb": 1.0}
taking	{"ud.verb": 0.9629629629629629, "ud.noun": 0.037037037037037035}
talent	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
talented	{"ud.adj": 1.0}
taliban	{"ud.propn": 1.0}
talk	{"ud.noun": 0.09259259259259259, "ud.verb": 0.9074074074074074}
talked	{"ud.verb": 1.0}
talking	{"ud.verb": 0.8571428571428571, "ud.noun": 0.14285714285714285}
talks	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
tame	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
tamil	{"ud.propn": 0.9230769230769231, "ud.adj": 0.07692307692307693}
tamils	{"ud.propn": 1.0}
tana	{"ud.propn": 1.0}
tank	{"ud.noun": 1.0}
tanks	{"ud.noun": 1.0}
tap	{"ud.noun": 1.0}
target	{"ud.verb": 0.16666666666666666, "ud.noun": 0.8333333333333334}
targeted	{"ud.verb": 1.0}
targets	{"ud.noun": 1.0}
tariff	{"ud.noun": 1.0}
task	{"ud.noun": 0.8, "ud.propn": 0.2}
taste	{"ud.noun": 0.6153846153846154, "ud.verb": 0.38461538461538464}
tasted	{"ud.verb": 1.0}
tasting	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
tasty	{"ud.adj": 1.0}
tattoo	{"ud.noun": 1.0}
taub	{"ud.propn": 1.0}
taught	{"ud.verb": 1.0}
tax	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
taxes	{"ud.noun": 1.0}
taxi	{"ud.noun": 0.8333333333333334, "ud.verb": 0.16666666666666666}
taylor	{"ud.propn": 1.0}
tea	{"ud.noun": 1.0}
teacher	{"ud.noun": 1.0}
team	{"ud.noun": 0.9714285714285714, "ud.propn": 0.02857142857142857}
teams	{"ud.noun": 1.0}
tear	{"ud.verb": 1.0}
technical	{"ud.adj": 1.0}
technically	{"ud.adv": 1.0}
technician	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
technique	{"ud.noun": 1.0}
techniques	{"ud.noun": 1.0}
technological	{"ud.adj": 1.0}
technologies	{"ud.propn": 0.25, "ud.noun": 0.75}
technology	{"ud.noun": 1.0}
ted	{"ud.propn": 1.0}
teeth	{"ud.noun": 1.0}
teething	{"ud.verb": 1.0}
tehran	{"ud.propn": 1.0}
tel	{"ud.noun": 1.0}
television	{"ud.noun": 1.0}
tell	{"ud.verb": 1.0}
telling	{"ud.verb": 1.0}
tells	{"ud.verb": 1.0}
temperature	{"ud.noun": 1.0}
temples	{"ud.noun": 1.0}
temporary	{"ud.adj": 1.0}
tempura	{"ud.propn": 0.25, "ud.noun": 0.75}
ten	{"ud.num": 0.8823529411764706, "ud.propn": 0.058823529411764705, "ud.noun": 0.058823529411764705}
tend	{"ud.verb": 1.0}
tennessee	{"ud.propn": 0.3333333333333333, "ud.x": 0.6666666666666666}
tens	{"ud.noun": 1.0}
tension	{"ud.noun": 1.0}
tensions	{"ud.noun": 1.0}
tent	{"ud.noun": 1.0}
term	{"ud.noun": 1.0}
termination	{"ud.noun": 1.0}
terms	{"ud.noun": 1.0}
terrell	{"ud.propn": 1.0}
terrible	{"ud.adj": 0.9333333333333333, "ud.propn": 0.06666666666666667}
territorial	{"ud.adj": 1.0}
territories	{"ud.noun": 1.0}
territory	{"ud.noun": 1.0}
terror	{"ud.noun": 1.0}
terrorism	{"ud.noun": 1.0}
terrorist	{"ud.adj": 0.5789473684210527, "ud.noun": 0.42105263157894735}
terrorists	{"ud.noun": 1.0}
terry	{"ud.propn": 1.0}
test	{"ud.propn": 0.024390243902439025, "ud.verb": 0.12195121951219512, "ud.noun": 0.8536585365853658}
tested	{"ud.verb": 1.0}
testimony	{"ud.noun": 1.0}
testing	{"ud.noun": 0.42857142857142855, "ud.verb": 0.2857142857142857, "ud.propn": 0.2857142857142857}
tests	{"ud.noun": 1.0}
tet	{"ud.propn": 1.0}
texas	{"ud.propn": 1.0}
text	{"ud.noun": 0.7857142857142857, "ud.verb": 0.21428571428571427}
texts	{"ud.noun": 1.0}
thai	{"ud.adj": 1.0}
thailand	{"ud.propn": 1.0}
than	{"ud.adp": 0.745, "ud.sconj": 0.24, "ud.adv": 0.01, "ud.propn": 0.005}
thane	{"ud.propn": 1.0}
thank	{"ud.verb": 0.9863013698630136, "ud.noun": 0.0136986301369863}
thanks	{"ud.noun": 1.0}
thanksgiving	{"ud.propn": 1.0}
thanx	{"ud.noun": 0.6666666666666666, "ud.intj": 0.3333333333333333}
that	{"ud.sconj": 0.4862475442043222, "ud.pron": 0.4032416502946955, "ud.det": 0.09086444007858546, "ud.adv": 0.019155206286836934, "ud.adp": 0.0004911591355599214}
thawed	{"ud.noun": 0.2, "ud.verb": 0.8}
the	{"ud.det": 0.998788012340238, "ud.adv": 0.00022036139268400177, "ud.pron": 0.0007712648743940062, "ud.adp": 0.00011018069634200089, "ud.part": 0.00011018069634200089}
theater	{"ud.noun": 1.0}
their	{"ud.pron": 0.9951690821256038, "ud.adv": 0.004830917874396135}
them	{"ud.pron": 0.994269340974212, "ud.adv": 0.0057306590257879654}
themselves	{"ud.pron": 1.0}
then	{"ud.adv": 0.9662447257383966, "ud.det": 0.004219409282700422, "ud.sconj": 0.008438818565400843, "ud.adp": 0.016877637130801686, "ud.pron": 0.004219409282700422}
theory	{"ud.noun": 0.8235294117647058, "ud.propn": 0.17647058823529413}
therapist	{"ud.noun": 1.0}
there	{"ud.pron": 0.637478108581436, "ud.adv": 0.3607705779334501, "ud.x": 0.0017513134851138354}
thereby	{"ud.adv": 1.0}
therefore	{"ud.adv": 1.0}
these	{"ud.det": 0.8585858585858586, "ud.pron": 0.1414141414141414}
they	{"ud.pron": 1.0}
thin	{"ud.adj": 1.0}
thing	{"ud.noun": 1.0}
things	{"ud.noun": 0.9764705882352941, "ud.propn": 0.023529411764705882}
think	{"ud.verb": 0.9887005649717514, "ud.noun": 0.011299435028248588}
thinking	{"ud.verb": 0.875, "ud.noun": 0.125}
thinks	{"ud.verb": 1.0}
third	{"ud.adj": 0.8571428571428571, "ud.adv": 0.09523809523809523, "ud.noun": 0.047619047619047616}
thirty	{"ud.num": 1.0}
this	{"ud.det": 0.6219512195121951, "ud.pron": 0.37282229965156793, "ud.adv": 0.004355400696864111, "ud.noun": 0.0008710801393728223}
tho	{"ud.propn": 0.75, "ud.sconj": 0.25}
thomas	{"ud.propn": 1.0}
thorough	{"ud.adj": 1.0}
those	{"ud.pron": 0.43902439024390244, "ud.det": 0.5609756097560976}
though	{"ud.adv": 0.4383561643835616, "ud.sconj": 0.547945205479452, "ud.adp": 0.0136986301369863}
thought	{"ud.verb": 0.8909090909090909, "ud.noun": 0.10909090909090909}
thoughts	{"ud.noun": 1.0}
thousands	{"ud.noun": 1.0}
thread	{"ud.noun": 1.0}
threat	{"ud.noun": 1.0}
threatened	{"ud.verb": 0.7142857142857143, "ud.noun": 0.14285714285714285, "ud.adj": 0.14285714285714285}
threats	{"ud.noun": 1.0}
three	{"ud.num": 0.9696969696969697, "ud.propn": 0.030303030303030304}
threw	{"ud.verb": 1.0}
thrive	{"ud.verb": 1.0}
throat	{"ud.noun": 0.75, "ud.propn": 0.25}
through	{"ud.adp": 0.9, "ud.adv": 0.08181818181818182, "ud.verb": 0.00909090909090909, "ud.adj": 0.00909090909090909}
throughout	{"ud.adp": 1.0}
throw	{"ud.verb": 1.0}
thru	{"ud.adp": 1.0}
thursday	{"ud.propn": 0.967741935483871, "ud.noun": 0.03225806451612903}
thus	{"ud.adv": 1.0}
thx	{"ud.noun": 1.0}
thy	{"ud.pron": 1.0}
ticket	{"ud.noun": 1.0}
tickets	{"ud.noun": 1.0}
tied	{"ud.verb": 1.0}
ties	{"ud.noun": 1.0}
tiger	{"ud.propn": 1.0}
tigers	{"ud.propn": 1.0}
tight	{"ud.adj": 0.8333333333333334, "ud.adv": 0.16666666666666666}
tighten	{"ud.verb": 1.0}
tile	{"ud.noun": 1.0}
till	{"ud.adp": 0.2857142857142857, "ud.verb": 0.14285714285714285, "ud.sconj": 0.5714285714285714}
time	{"ud.noun": 0.99, "ud.propn": 0.01}
timely	{"ud.adj": 1.0}
times	{"ud.noun": 0.9295774647887324, "ud.propn": 0.07042253521126761}
timing	{"ud.noun": 1.0}
tints	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
tiny	{"ud.adj": 1.0}
tip	{"ud.noun": 1.0}
tips	{"ud.noun": 1.0}
tire	{"ud.propn": 0.0625, "ud.noun": 0.9375}
tired	{"ud.adj": 1.0}
tires	{"ud.noun": 1.0}
titanic	{"ud.propn": 1.0}
title	{"ud.noun": 1.0}
titled	{"ud.verb": 1.0}
titles	{"ud.noun": 1.0}
titman	{"ud.propn": 1.0}
tna	{"ud.propn": 1.0}
to	{"ud.part": 0.634611641035624, "ud.adp": 0.35098306404516255, "ud.sconj": 0.01265329959120109, "ud.adv": 0.0011679968853416391, "ud.noun": 0.0003893322951138797, "ud.verb": 0.00019466614755693986}
today	{"ud.noun": 1.0}
todd	{"ud.propn": 1.0}
toe	{"ud.noun": 1.0}
toes	{"ud.noun": 1.0}
together	{"ud.adv": 0.9777777777777777, "ud.adj": 0.022222222222222223}
told	{"ud.verb": 1.0}
tolerable	{"ud.adj": 1.0}
tolerate	{"ud.verb": 1.0}
toll	{"ud.noun": 1.0}
tollis	{"ud.propn": 1.0}
tom	{"ud.propn": 0.9166666666666666, "ud.noun": 0.08333333333333333}
tomorrow	{"ud.noun": 1.0}
ton	{"ud.noun": 1.0}
tonight	{"ud.noun": 1.0}
tons	{"ud.noun": 1.0}
too	{"ud.adv": 0.9754098360655737, "ud.part": 0.01639344262295082, "ud.adp": 0.00819672131147541}
took	{"ud.verb": 1.0}
tool	{"ud.noun": 1.0}
tools	{"ud.noun": 1.0}
top	{"ud.adj": 0.4772727272727273, "ud.noun": 0.5, "ud.verb": 0.022727272727272728}
topic	{"ud.noun": 0.8, "ud.propn": 0.2}
toronto	{"ud.propn": 1.0}
total	{"ud.adj": 0.7692307692307693, "ud.noun": 0.23076923076923078}
totally	{"ud.adv": 1.0}
tots	{"ud.propn": 1.0}
touch	{"ud.noun": 0.5882352941176471, "ud.verb": 0.4117647058823529}
tough	{"ud.adj": 1.0}
tour	{"ud.noun": 0.8125, "ud.verb": 0.0625, "ud.propn": 0.125}
tourism	{"ud.noun": 1.0}
tourist	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
tourists	{"ud.noun": 1.0}
tours	{"ud.noun": 0.7, "ud.propn": 0.3}
toward	{"ud.adp": 0.9375, "ud.sconj": 0.0625}
towards	{"ud.adp": 0.8888888888888888, "ud.sconj": 0.1111111111111111}
towed	{"ud.verb": 1.0}
towing	{"ud.propn": 0.6, "ud.noun": 0.4}
town	{"ud.noun": 0.9777777777777777, "ud.adv": 0.022222222222222223}
towns	{"ud.noun": 1.0}
toxic	{"ud.adj": 1.0}
toys	{"ud.noun": 1.0}
track	{"ud.noun": 0.5454545454545454, "ud.verb": 0.45454545454545453}
tracked	{"ud.verb": 1.0}
tracking	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
tractor	{"ud.noun": 1.0}
trade	{"ud.verb": 0.3333333333333333, "ud.propn": 0.16666666666666666, "ud.noun": 0.5}
trader	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
traders	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
trades	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
trading	{"ud.verb": 0.18181818181818182, "ud.noun": 0.7272727272727273, "ud.propn": 0.09090909090909091}
tradition	{"ud.noun": 1.0}
traffic	{"ud.noun": 0.9, "ud.propn": 0.1}
trail	{"ud.noun": 1.0}
train	{"ud.verb": 0.42857142857142855, "ud.noun": 0.5714285714285714}
trained	{"ud.adj": 0.11764705882352941, "ud.verb": 0.8823529411764706}
trainer	{"ud.noun": 1.0}
training	{"ud.noun": 0.85, "ud.verb": 0.15}
transaction	{"ud.noun": 1.0}
transactions	{"ud.noun": 1.0}
transfer	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
transferred	{"ud.verb": 1.0}
transition	{"ud.noun": 0.75, "ud.propn": 0.25}
transmission	{"ud.noun": 0.38461538461538464, "ud.x": 0.46153846153846156, "ud.propn": 0.15384615384615385}
transmit	{"ud.verb": 1.0}
transmitted	{"ud.verb": 1.0}
transport	{"ud.verb": 0.42857142857142855, "ud.noun": 0.42857142857142855, "ud.propn": 0.14285714285714285}
transportation	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
transported	{"ud.verb": 1.0}
transwestern	{"ud.propn": 1.0}
trap	{"ud.noun": 1.0}
trapped	{"ud.verb": 1.0}
trash	{"ud.noun": 0.8333333333333334, "ud.verb": 0.16666666666666666}
trauma	{"ud.noun": 1.0}
travel	{"ud.verb": 0.3333333333333333, "ud.noun": 0.47619047619047616, "ud.propn": 0.19047619047619047}
traveled	{"ud.verb": 1.0}
traveler	{"ud.noun": 1.0}
traveling	{"ud.verb": 0.8888888888888888, "ud.noun": 0.1111111111111111}
traveller	{"ud.propn": 1.0}
travelling	{"ud.verb": 0.8, "ud.noun": 0.2}
travels	{"ud.propn": 0.5, "ud.noun": 0.25, "ud.verb": 0.25}
travis	{"ud.propn": 1.0}
treat	{"ud.verb": 0.631578947368421, "ud.noun": 0.3157894736842105, "ud.adj": 0.05263157894736842}
treated	{"ud.verb": 0.9583333333333334, "ud.adj": 0.041666666666666664}
treating	{"ud.verb": 1.0}
treatment	{"ud.noun": 1.0}
treatments	{"ud.noun": 1.0}
treats	{"ud.noun": 0.75, "ud.verb": 0.25}
treaty	{"ud.propn": 0.25, "ud.noun": 0.75}
trees	{"ud.noun": 1.0}
tremendous	{"ud.adj": 1.0}
trial	{"ud.noun": 1.0}
tribe	{"ud.noun": 1.0}
tricks	{"ud.noun": 1.0}
tricky	{"ud.adj": 1.0}
tried	{"ud.verb": 1.0}
trigger	{"ud.verb": 1.0}
trillion	{"ud.num": 1.0}
trip	{"ud.noun": 1.0}
tripped	{"ud.verb": 1.0}
trips	{"ud.noun": 1.0}
troops	{"ud.noun": 1.0}
tropez	{"ud.propn": 1.0}
tropical	{"ud.adj": 1.0}
trot	{"ud.verb": 0.375, "ud.noun": 0.625}
trouble	{"ud.noun": 0.875, "ud.adj": 0.125}
truck	{"ud.noun": 1.0}
true	{"ud.adj": 1.0}
truly	{"ud.adv": 1.0}
trust	{"ud.verb": 0.7586206896551724, "ud.noun": 0.2413793103448276}
trusted	{"ud.verb": 1.0}
trustee	{"ud.noun": 1.0}
truth	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
try	{"ud.verb": 0.9772727272727273, "ud.noun": 0.022727272727272728}
trying	{"ud.verb": 0.9846153846153847, "ud.adj": 0.015384615384615385}
tub	{"ud.propn": 0.75, "ud.noun": 0.25}
tuesday	{"ud.propn": 1.0}
tumor	{"ud.noun": 1.0}
tuna	{"ud.noun": 1.0}
turbine	{"ud.noun": 1.0}
turkey	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
turn	{"ud.verb": 0.9230769230769231, "ud.noun": 0.07692307692307693}
turned	{"ud.verb": 1.0}
turning	{"ud.verb": 1.0}
turns	{"ud.verb": 0.6, "ud.noun": 0.4}
tv	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
tw	{"ud.propn": 1.0}
twenty	{"ud.num": 1.0}
twice	{"ud.adv": 1.0}
twisted	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
two	{"ud.num": 1.0}
tx	{"ud.propn": 1.0}
type	{"ud.noun": 0.9375, "ud.verb": 0.0625}
types	{"ud.noun": 1.0}
typical	{"ud.adj": 1.0}
typically	{"ud.adv": 1.0}
u	{"ud.x": 0.16666666666666666, "ud.pron": 0.5833333333333334, "ud.propn": 0.25}
u.k	{"ud.propn": 1.0}
u.s.	{"ud.propn": 1.0}
uecomm	{"ud.propn": 1.0}
ugh	{"ud.intj": 1.0}
ugly	{"ud.adj": 1.0}
uh	{"ud.intj": 1.0}
uk	{"ud.propn": 1.0}
ultimate	{"ud.adj": 1.0}
ultimately	{"ud.adv": 1.0}
un	{"ud.propn": 1.0}
unable	{"ud.adj": 1.0}
unbelievable	{"ud.adj": 1.0}
uncle	{"ud.noun": 1.0}
under	{"ud.adp": 0.9879518072289156, "ud.x": 0.012048192771084338}
undergraduate	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
underground	{"ud.noun": 0.2, "ud.adj": 0.6, "ud.adv": 0.2}
undermining	{"ud.verb": 1.0}
understand	{"ud.verb": 1.0}
understanding	{"ud.noun": 0.8461538461538461, "ud.adj": 0.15384615384615385}
understands	{"ud.verb": 1.0}
understood	{"ud.verb": 1.0}
undertake	{"ud.verb": 1.0}
unemployed	{"ud.adj": 1.0}
uneven	{"ud.adj": 1.0}
unexpected	{"ud.adj": 1.0}
unfortunately	{"ud.adv": 1.0}
unhappy	{"ud.adj": 1.0}
uniform	{"ud.noun": 0.75, "ud.adj": 0.25}
uniforms	{"ud.noun": 1.0}
union	{"ud.propn": 0.4, "ud.noun": 0.6}
unique	{"ud.adj": 1.0}
uniquely	{"ud.adv": 1.0}
unit	{"ud.noun": 1.0}
unitary	{"ud.propn": 1.0}
united	{"ud.propn": 0.9885057471264368, "ud.adj": 0.011494252873563218}
units	{"ud.noun": 1.0}
unity	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
universal	{"ud.adj": 1.0}
university	{"ud.propn": 0.7916666666666666, "ud.noun": 0.20833333333333334}
unknown	{"ud.adj": 1.0}
unless	{"ud.sconj": 1.0}
unlike	{"ud.adp": 1.0}
unlikely	{"ud.adj": 1.0}
unlimited	{"ud.adj": 0.75, "ud.propn": 0.25}
unloading	{"ud.noun": 0.3333333333333333, "ud.verb": 0.6666666666666666}
unnamed	{"ud.adj": 1.0}
unnecessary	{"ud.adj": 1.0}
uno	{"ud.propn": 0.5, "ud.noun": 0.5}
unpopular	{"ud.adj": 1.0}
unsure	{"ud.adj": 1.0}
untalented	{"ud.adj": 1.0}
until	{"ud.sconj": 0.5692307692307692, "ud.adp": 0.4307692307692308}
unusual	{"ud.adj": 1.0}
up	{"ud.adp": 0.7777777777777778, "ud.adv": 0.15656565656565657, "ud.noun": 0.047979797979797977, "ud.adj": 0.010101010101010102, "ud.x": 0.0025252525252525255, "ud.verb": 0.0025252525252525255, "ud.propn": 0.0025252525252525255}
upcoming	{"ud.adj": 1.0}
update	{"ud.noun": 0.8, "ud.verb": 0.2}
updated	{"ud.verb": 0.75, "ud.adj": 0.25}
updates	{"ud.noun": 1.0}
upgrade	{"ud.noun": 1.0}
upi	{"ud.propn": 1.0}
upon	{"ud.adp": 0.8611111111111112, "ud.sconj": 0.1388888888888889}
upper	{"ud.adj": 1.0}
ups	{"ud.noun": 1.0}
upscale	{"ud.adj": 1.0}
upstairs	{"ud.adj": 0.3333333333333333, "ud.adv": 0.6666666666666666}
ur	{"ud.pron": 1.0}
urban	{"ud.adj": 1.0}
urge	{"ud.noun": 0.3333333333333333, "ud.verb": 0.6666666666666666}
urged	{"ud.verb": 1.0}
urine	{"ud.noun": 1.0}
ursula	{"ud.propn": 0.3333333333333333, "ud.x": 0.6666666666666666}
us	{"ud.pron": 0.5105740181268882, "ud.propn": 0.48942598187311176}
usa	{"ud.propn": 1.0}
usage	{"ud.noun": 1.0}
usb	{"ud.noun": 1.0}
usd	{"ud.noun": 1.0}
use	{"ud.verb": 0.8472222222222222, "ud.noun": 0.1388888888888889, "ud.pron": 0.006944444444444444, "ud.adj": 0.006944444444444444}
used	{"ud.verb": 0.9519230769230769, "ud.adj": 0.04807692307692308}
useful	{"ud.adj": 1.0}
useless	{"ud.adj": 1.0}
user	{"ud.noun": 1.0}
users	{"ud.noun": 1.0}
uses	{"ud.verb": 1.0}
using	{"ud.verb": 1.0}
uss	{"ud.propn": 1.0}
usual	{"ud.adj": 1.0}
usually	{"ud.adv": 1.0}
ut	{"ud.propn": 1.0}
utah	{"ud.propn": 1.0}
utilities	{"ud.noun": 1.0}
utility	{"ud.noun": 0.8, "ud.propn": 0.2}
uva	{"ud.noun": 0.6, "ud.propn": 0.4}
uvb	{"ud.noun": 0.8181818181818182, "ud.propn": 0.18181818181818182}
v	{"ud.noun": 0.25, "ud.propn": 0.5, "ud.aux": 0.25}
v02	{"ud.noun": 1.0}
vacation	{"ud.noun": 1.0}
valid	{"ud.adj": 1.0}
valley	{"ud.propn": 0.46153846153846156, "ud.noun": 0.5384615384615384}
valuable	{"ud.adj": 1.0}
valuation	{"ud.noun": 1.0}
value	{"ud.noun": 0.8928571428571429, "ud.verb": 0.10714285714285714}
values	{"ud.noun": 0.9285714285714286, "ud.verb": 0.07142857142857142}
valuing	{"ud.verb": 1.0}
van	{"ud.propn": 0.5, "ud.noun": 0.5}
vanguards	{"ud.propn": 1.0}
varanasi	{"ud.propn": 1.0}
variety	{"ud.noun": 1.0}
various	{"ud.adj": 1.0}
vast	{"ud.adj": 1.0}
vc	{"ud.propn": 1.0}
vcu	{"ud.propn": 1.0}
ve	{"ud.aux": 1.0}
vegan	{"ud.adj": 1.0}
vegetable	{"ud.noun": 1.0}
vegetarian	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
veggies	{"ud.noun": 1.0}
vehicle	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
vehicles	{"ud.noun": 1.0}
vendors	{"ud.noun": 0.75, "ud.verb": 0.25}
venezuela	{"ud.propn": 1.0}
venture	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
verify	{"ud.verb": 1.0}
version	{"ud.noun": 1.0}
versions	{"ud.noun": 1.0}
very	{"ud.adv": 0.9848484848484849, "ud.adj": 0.015151515151515152}
vestry	{"ud.propn": 1.0}
vests	{"ud.noun": 1.0}
vet	{"ud.noun": 1.0}
veterans	{"ud.propn": 0.6, "ud.noun": 0.4}
veto	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
vets	{"ud.noun": 1.0}
via	{"ud.adp": 1.0}
viable	{"ud.adj": 1.0}
vice	{"ud.adv": 0.125, "ud.noun": 0.625, "ud.propn": 0.25}
victim	{"ud.noun": 1.0}
victims	{"ud.noun": 1.0}
victory	{"ud.noun": 1.0}
video	{"ud.noun": 1.0}
videos	{"ud.noun": 1.0}
vietnam	{"ud.propn": 1.0}
vietnamese	{"ud.adj": 0.875, "ud.propn": 0.125}
view	{"ud.noun": 0.7, "ud.propn": 0.05, "ud.verb": 0.25}
viewpoints	{"ud.noun": 1.0}
views	{"ud.noun": 1.0}
village	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
vince	{"ud.propn": 0.9615384615384616, "ud.x": 0.038461538461538464}
vintage	{"ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333}
violence	{"ud.noun": 1.0}
violent	{"ud.adj": 1.0}
virginia	{"ud.propn": 1.0}
virtually	{"ud.adv": 1.0}
visa	{"ud.propn": 0.18181818181818182, "ud.noun": 0.7727272727272727, "ud.adv": 0.045454545454545456}
visible	{"ud.adj": 1.0}
visit	{"ud.noun": 0.3404255319148936, "ud.verb": 0.6595744680851063}
visited	{"ud.verb": 1.0}
visiting	{"ud.verb": 1.0}
visitors	{"ud.noun": 1.0}
visits	{"ud.noun": 0.875, "ud.verb": 0.125}
visual	{"ud.adj": 1.0}
vital	{"ud.adj": 1.0}
voice	{"ud.propn": 0.1111111111111111, "ud.noun": 0.7777777777777778, "ud.verb": 0.1111111111111111}
voicemail	{"ud.noun": 1.0}
void	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
volatilities	{"ud.noun": 1.0}
volume	{"ud.noun": 1.0}
volumes	{"ud.noun": 1.0}
vomit	{"ud.verb": 1.0}
vomiting	{"ud.noun": 0.16666666666666666, "ud.verb": 0.8333333333333334}
vote	{"ud.verb": 0.5, "ud.noun": 0.5}
voted	{"ud.verb": 1.0}
voters	{"ud.noun": 1.0}
votes	{"ud.noun": 1.0}
voting	{"ud.noun": 1.0}
vs	{"ud.adp": 0.75, "ud.cconj": 0.25}
vs.	{"ud.cconj": 0.05263157894736842, "ud.adp": 0.9473684210526315}
vulnerable	{"ud.adj": 1.0}
w	{"ud.propn": 0.35714285714285715, "ud.x": 0.07142857142857142, "ud.adp": 0.2857142857142857, "ud.adj": 0.2857142857142857}
w.	{"ud.propn": 1.0}
wa	{"ud.noun": 0.25, "ud.propn": 0.75}
wait	{"ud.verb": 0.8125, "ud.noun": 0.1875}
waited	{"ud.verb": 1.0}
waiter	{"ud.noun": 1.0}
waiting	{"ud.verb": 0.8095238095238095, "ud.noun": 0.19047619047619047}
waitress	{"ud.noun": 1.0}
wake	{"ud.noun": 0.8, "ud.verb": 0.2}
wakes	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
walk	{"ud.verb": 0.8, "ud.noun": 0.17142857142857143, "ud.propn": 0.02857142857142857}
walked	{"ud.verb": 1.0}
walker	{"ud.propn": 1.0}
walking	{"ud.verb": 0.8, "ud.noun": 0.2}
walks	{"ud.verb": 1.0}
wall	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
walls	{"ud.noun": 1.0}
walmart	{"ud.propn": 1.0}
walnut	{"ud.noun": 0.5, "ud.propn": 0.5}
wan	{"ud.verb": 1.0}
wang	{"ud.noun": 1.0}
wangs	{"ud.noun": 1.0}
want	{"ud.verb": 1.0}
wanted	{"ud.verb": 1.0}
wanting	{"ud.verb": 1.0}
wants	{"ud.verb": 1.0}
war	{"ud.noun": 0.8307692307692308, "ud.propn": 0.16923076923076924}
ward	{"ud.verb": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333}
warehouse	{"ud.noun": 1.0}
warfare	{"ud.noun": 1.0}
warm	{"ud.adj": 0.9090909090909091, "ud.noun": 0.045454545454545456, "ud.verb": 0.045454545454545456}
warmer	{"ud.adj": 1.0}
warming	{"ud.verb": 0.21052631578947367, "ud.noun": 0.7894736842105263}
warmth	{"ud.noun": 1.0}
warn	{"ud.verb": 1.0}
warned	{"ud.verb": 1.0}
warning	{"ud.noun": 1.0}
warrant	{"ud.verb": 1.0}
warranty	{"ud.noun": 1.0}
wars	{"ud.noun": 0.3, "ud.propn": 0.7}
warwick	{"ud.propn": 1.0}
wary	{"ud.adj": 1.0}
was	{"ud.aux": 0.9131832797427653, "ud.verb": 0.08681672025723473}
wash	{"ud.verb": 1.0}
washington	{"ud.propn": 1.0}
