!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9983351831298557, "ud.sym": 0.0011098779134295228, "ud.noun": 0.0005549389567147614}
typs	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
täglich	{"ud.adv": 0.4, "ud.adj": 0.6}
tägliche	{"ud.adj": 1.0}
täglichen	{"ud.adj": 1.0}
täter	{"ud.noun": 1.0}
tätig	{"ud.adj": 0.9772727272727273, "ud.adv": 0.022727272727272728}
tätigkeit	{"ud.noun": 1.0}
tätigkeiten	{"ud.noun": 1.0}
täubling	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
töchter	{"ud.noun": 1.0}
töne	{"ud.noun": 1.0}
töten	{"ud.verb": 1.0}
tötete	{"ud.verb": 1.0}
tübingen	{"ud.propn": 1.0}
tür	{"ud.noun": 1.0}
türen	{"ud.noun": 1.0}
türkei	{"ud.propn": 1.0}
türken	{"ud.noun": 1.0}
türkische	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
türkischen	{"ud.adj": 1.0}
türmen	{"ud.noun": 1.0}
u	{"ud.noun": 0.5, "ud.propn": 0.25, "ud.x": 0.19444444444444445, "ud.cconj": 0.05555555555555555}
u.a.	{"ud.x": 0.5909090909090909, "ud.adv": 0.36363636363636365, "ud.adp": 0.045454545454545456}
udssr	{"ud.propn": 1.0}
uefa	{"ud.propn": 1.0}
uelzen	{"ud.propn": 1.0}
ufer	{"ud.noun": 1.0}
ufern	{"ud.noun": 1.0}
uhr	{"ud.noun": 1.0}
uhren	{"ud.noun": 1.0}
uk	{"ud.propn": 1.0}
ukraine	{"ud.propn": 1.0}
ukrainischen	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
ulm	{"ud.propn": 1.0}
ulrich	{"ud.propn": 1.0}
um	{"ud.adp": 0.9865384615384616, "ud.cconj": 0.0038461538461538464, "ud.sconj": 0.0057692307692307696, "ud.noun": 0.0019230769230769232, "ud.propn": 0.0019230769230769232}
umbau	{"ud.noun": 1.0}
umbenannt	{"ud.verb": 1.0}
umbenennung	{"ud.noun": 1.0}
umfang	{"ud.noun": 1.0}
umfangreiche	{"ud.adj": 1.0}
umfangreichen	{"ud.adj": 1.0}
umfangreiches	{"ud.adj": 1.0}
umfassend	{"ud.adv": 0.6666666666666666, "ud.adj": 0.3333333333333333}
umfassende	{"ud.adj": 1.0}
umfassenden	{"ud.adj": 1.0}
umfasst	{"ud.verb": 1.0}
umfeld	{"ud.noun": 1.0}
umgang	{"ud.noun": 1.0}
umgangssprachlich	{"ud.adj": 1.0}
umgebaut	{"ud.verb": 1.0}
umgeben	{"ud.verb": 0.7, "ud.adj": 0.3}
umgebenden	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
umgebung	{"ud.noun": 1.0}
umgehend	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
umgekehrt	{"ud.verb": 0.16666666666666666, "ud.adj": 0.8333333333333334}
umgesetzt	{"ud.verb": 0.8, "ud.adj": 0.2}
umgestaltet	{"ud.verb": 1.0}
umgestaltung	{"ud.noun": 1.0}
umgestellt	{"ud.verb": 1.0}
umgewandelt	{"ud.verb": 1.0}
umliegenden	{"ud.adj": 0.75, "ud.noun": 0.25}
ums	{"ud._": 1.0}
umsatz	{"ud.noun": 1.0}
umsetzung	{"ud.noun": 1.0}
umso	{"ud.adv": 1.0}
umstand	{"ud.noun": 1.0}
umstellung	{"ud.noun": 1.0}
umstritten	{"ud.adj": 1.0}
umwelt	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
umzug	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
un	{"ud.propn": 0.9090909090909091, "ud.cconj": 0.09090909090909091}
unabhängig	{"ud.adj": 1.0}
unabhängige	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
unabhängigen	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
unabhängiger	{"ud.propn": 0.3333333333333333, "ud.adj": 0.5, "ud.noun": 0.16666666666666666}
unabhängigkeit	{"ud.noun": 1.0}
unangenehmen	{"ud.adj": 1.0}
unbedingt	{"ud.adv": 0.8571428571428571, "ud.adj": 0.14285714285714285}
unbekannt	{"ud.adj": 1.0}
unbekannten	{"ud.adj": 1.0}
und	{"ud.cconj": 1.0}
underworld	{"ud.propn": 1.0}
unentschieden	{"ud.noun": 0.8571428571428571, "ud.adj": 0.14285714285714285}
unerwartet	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
unfall	{"ud.noun": 1.0}
unfreundlich	{"ud.adj": 1.0}
ungarische	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
ungarischen	{"ud.adj": 1.0}
ungarn	{"ud.propn": 1.0}
ungefähr	{"ud.adv": 0.7142857142857143, "ud.adj": 0.2857142857142857}
unglaublich	{"ud.adv": 0.6666666666666666, "ud.adj": 0.3333333333333333}
union	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
unit	{"ud.propn": 1.0}
united	{"ud.propn": 1.0}
universal	{"ud.propn": 1.0}
university	{"ud.propn": 1.0}
universität	{"ud.noun": 0.6105263157894737, "ud.propn": 0.3894736842105263}
universitäten	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
universitätsprofessor	{"ud.noun": 1.0}
unix	{"ud.propn": 1.0}
unklar	{"ud.adj": 1.0}
unmittelbar	{"ud.adv": 0.11764705882352941, "ud.adj": 0.8823529411764706}
unmittelbare	{"ud.adj": 1.0}
unmittelbarer	{"ud.adj": 1.0}
uns	{"ud.pron": 0.9868421052631579, "ud.cconj": 0.013157894736842105}
unser	{"ud.pron": 0.8235294117647058, "ud.propn": 0.11764705882352941, "ud.det": 0.058823529411764705}
unsere	{"ud.pron": 0.8787878787878788, "ud.det": 0.12121212121212122}
unserem	{"ud.pron": 0.6, "ud.det": 0.4}
unseren	{"ud.pron": 1.0}
unserer	{"ud.pron": 0.9166666666666666, "ud.propn": 0.08333333333333333}
unseres	{"ud.pron": 1.0}
unten	{"ud.adv": 1.0}
unter	{"ud.adp": 0.9972972972972973, "ud.noun": 0.002702702702702703}
unterart	{"ud.noun": 1.0}
unterbrechung	{"ud.noun": 1.0}
unterbrechungen	{"ud.noun": 1.0}
unterdrückung	{"ud.noun": 1.0}
untere	{"ud.adj": 1.0}
untereinander	{"ud.adv": 1.0}
unteren	{"ud.adj": 1.0}
unterfamilie	{"ud.noun": 1.0}
untergebracht	{"ud.adj": 0.1111111111111111, "ud.verb": 0.8888888888888888}
untergrund	{"ud.noun": 1.0}
unterhalb	{"ud.adp": 1.0}
unterhalten	{"ud.verb": 1.0}
unterhielt	{"ud.verb": 1.0}
unterhält	{"ud.verb": 1.0}
unterkunft	{"ud.noun": 1.0}
unterlag	{"ud.verb": 1.0}
unterlagen	{"ud.verb": 0.8, "ud.noun": 0.2}
unterlegen	{"ud.adj": 0.75, "ud.verb": 0.25}
unterliegt	{"ud.verb": 1.0}
unternahm	{"ud.verb": 1.0}
unternehmen	{"ud.noun": 1.0}
unternehmens	{"ud.noun": 1.0}
unternehmer	{"ud.noun": 1.0}
unternommen	{"ud.verb": 1.0}
unterquert	{"ud.verb": 1.0}
unterraum	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
unterricht	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
unterrichten	{"ud.verb": 1.0}
unterrichtet	{"ud.verb": 1.0}
unterrichtete	{"ud.verb": 1.0}
unterscheiden	{"ud.verb": 1.0}
unterscheidet	{"ud.verb": 1.0}
unterscheidung	{"ud.noun": 1.0}
unterschied	{"ud.noun": 0.6, "ud.verb": 0.4}
unterschiede	{"ud.noun": 1.0}
unterschieden	{"ud.verb": 1.0}
unterschiedlich	{"ud.adj": 1.0}
unterschiedliche	{"ud.adj": 1.0}
unterschiedlichen	{"ud.adj": 1.0}
unterschiedlicher	{"ud.adj": 1.0}
unterschrieb	{"ud.verb": 1.0}
unterseite	{"ud.noun": 1.0}
unterstand	{"ud.verb": 1.0}
untersteht	{"ud.verb": 1.0}
unterstellt	{"ud.verb": 0.7777777777777778, "ud.adj": 0.2222222222222222}
unterstützen	{"ud.verb": 0.9285714285714286, "ud.noun": 0.07142857142857142}
unterstützt	{"ud.verb": 1.0}
unterstützte	{"ud.verb": 1.0}
unterstützung	{"ud.noun": 1.0}
untersucht	{"ud.verb": 1.0}
untersuchte	{"ud.verb": 1.0}
untersuchung	{"ud.noun": 1.0}
untersuchungen	{"ud.noun": 1.0}
unterteilt	{"ud.verb": 0.5714285714285714, "ud.adj": 0.42857142857142855}
unterwegs	{"ud.adv": 1.0}
unterworfen	{"ud.verb": 1.0}
unvergoren	{"ud.adj": 1.0}
unverändert	{"ud.adv": 0.2, "ud.adj": 0.8}
unweit	{"ud.adp": 0.625, "ud.adj": 0.25, "ud.adv": 0.125}
unzulässig	{"ud.adj": 1.0}
unzählige	{"ud.adj": 1.0}
ur	{"ud.propn": 1.0}
uraufführung	{"ud.noun": 1.0}
uraufgeführt	{"ud.verb": 1.0}
urban	{"ud.propn": 1.0}
urkunde	{"ud.noun": 1.0}
urkundlich	{"ud.adj": 1.0}
urkundliche	{"ud.adj": 1.0}
urlaub	{"ud.noun": 1.0}
ursache	{"ud.noun": 1.0}
ursachen	{"ud.noun": 1.0}
ursprung	{"ud.noun": 1.0}
ursprungs	{"ud.noun": 1.0}
ursprünglich	{"ud.adv": 0.044444444444444446, "ud.adj": 0.9555555555555556}
ursprüngliche	{"ud.adj": 1.0}
ursprünglichen	{"ud.adj": 1.0}
ursprünglicher	{"ud.adj": 1.0}
ursula	{"ud.propn": 1.0}
urteil	{"ud.noun": 1.0}
uruguay	{"ud.propn": 1.0}
us	{"ud.propn": 0.9797979797979798, "ud.noun": 0.020202020202020204}
usa	{"ud.propn": 1.0}
usd	{"ud.propn": 0.7142857142857143, "ud.noun": 0.2857142857142857}
uss	{"ud.propn": 1.0}
usw	{"ud.adv": 0.16666666666666666, "ud.x": 0.8333333333333334}
utah	{"ud.propn": 1.0}
uttar	{"ud.propn": 1.0}
v	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
v.	{"ud.x": 0.2631578947368421, "ud.propn": 0.5263157894736842, "ud.adp": 0.21052631578947367}
val	{"ud.propn": 1.0}
valmagne	{"ud.noun": 0.25, "ud.propn": 0.75}
van	{"ud.propn": 1.0}
variante	{"ud.noun": 1.0}
varianten	{"ud.noun": 1.0}
variiert	{"ud.verb": 1.0}
vater	{"ud.noun": 0.9423076923076923, "ud.propn": 0.057692307692307696}
vaters	{"ud.noun": 1.0}
vegas	{"ud.propn": 1.0}
venedig	{"ud.propn": 1.0}
vera	{"ud.propn": 1.0}
verabreicht	{"ud.verb": 1.0}
veranda	{"ud.noun": 1.0}
veranlasste	{"ud.verb": 1.0}
veranstaltung	{"ud.noun": 1.0}
veranstaltungen	{"ud.noun": 1.0}
verantwortlich	{"ud.adj": 1.0}
verantwortliche	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
verantwortung	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
verarbeitenden	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
verarbeitet	{"ud.verb": 1.0}
verband	{"ud.noun": 0.625, "ud.propn": 0.375}
verbandes	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
verbandsgemeinde	{"ud.noun": 1.0}
verbandsliga	{"ud.noun": 1.0}
verbessern	{"ud.verb": 1.0}
verbessert	{"ud.verb": 1.0}
verbesserte	{"ud.adj": 0.25, "ud.verb": 0.75}
verbesserung	{"ud.noun": 1.0}
verbinden	{"ud.verb": 1.0}
verbindet	{"ud.verb": 1.0}
verbindliche	{"ud.adj": 1.0}
verbindung	{"ud.noun": 1.0}
verbindungen	{"ud.noun": 1.0}
verblieb	{"ud.verb": 1.0}
verbliebenen	{"ud.adj": 0.75, "ud.noun": 0.25}
verbot	{"ud.verb": 0.42857142857142855, "ud.noun": 0.5714285714285714}
verboten	{"ud.adj": 0.2727272727272727, "ud.noun": 0.09090909090909091, "ud.verb": 0.6363636363636364}
verbracht	{"ud.verb": 1.0}
verbrachte	{"ud.verb": 1.0}
verbrannten	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
verbrauch	{"ud.noun": 1.0}
verbrechen	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
verbreitet	{"ud.adj": 0.8695652173913043, "ud.verb": 0.13043478260869565}
verbreitete	{"ud.adj": 0.6, "ud.verb": 0.4}
verbreiteten	{"ud.adj": 0.8571428571428571, "ud.verb": 0.14285714285714285}
verbreitung	{"ud.noun": 1.0}
verbreitungsgebiet	{"ud.noun": 1.0}
verbringen	{"ud.verb": 1.0}
verbunden	{"ud.verb": 0.5, "ud.adj": 0.5}
verbundenen	{"ud.adv": 0.25, "ud.adj": 0.75}
verbände	{"ud.noun": 1.0}
verbündeten	{"ud.noun": 0.6666666666666666, "ud.adj": 0.16666666666666666, "ud.verb": 0.16666666666666666}
verdacht	{"ud.noun": 1.0}
verdankt	{"ud.verb": 1.0}
verden	{"ud.propn": 1.0}
verdienen	{"ud.verb": 1.0}
verdienste	{"ud.noun": 1.0}
verdient	{"ud.verb": 0.8, "ud.adj": 0.2}
verdrängt	{"ud.verb": 1.0}
verehrt	{"ud.verb": 1.0}
verehrung	{"ud.noun": 0.75, "ud.propn": 0.25}
verein	{"ud.noun": 0.9210526315789473, "ud.propn": 0.07894736842105263}
vereinbart	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
vereinbarte	{"ud.adj": 1.0}
vereinbarung	{"ud.noun": 1.0}
vereine	{"ud.noun": 1.0}
vereinen	{"ud.noun": 1.0}
vereinigt	{"ud.verb": 1.0}
vereinigte	{"ud.propn": 0.75, "ud.verb": 0.25}
vereinigten	{"ud.propn": 0.9411764705882353, "ud.verb": 0.058823529411764705}
vereinigung	{"ud.noun": 0.8, "ud.propn": 0.2}
vereins	{"ud.noun": 1.0}
vereinsgeschichte	{"ud.noun": 1.0}
vereint	{"ud.verb": 1.0}
vereinten	{"ud.propn": 0.6, "ud.adj": 0.4}
vereinzelt	{"ud.adj": 1.0}
vereinzelte	{"ud.adj": 1.0}
verfahren	{"ud.noun": 1.0}
verfahrens	{"ud.noun": 1.0}
verfall	{"ud.noun": 1.0}
verfasst	{"ud.verb": 1.0}
verfasste	{"ud.verb": 0.8, "ud.adj": 0.2}
verfassung	{"ud.noun": 1.0}
verfiel	{"ud.verb": 1.0}
verfilmung	{"ud.noun": 1.0}
verfolgen	{"ud.verb": 1.0}
verfolgt	{"ud.verb": 1.0}
verfolgte	{"ud.noun": 0.75, "ud.verb": 0.25}
verfolgung	{"ud.noun": 1.0}
verfügbar	{"ud.adj": 1.0}
verfügen	{"ud.verb": 1.0}
verfügt	{"ud.verb": 1.0}
verfügte	{"ud.verb": 1.0}
verfügten	{"ud.verb": 1.0}
verfügung	{"ud.noun": 1.0}
vergangenen	{"ud.adj": 1.0}
vergangenheit	{"ud.noun": 1.0}
vergeben	{"ud.verb": 0.9, "ud.adj": 0.1}
vergeblich	{"ud.adj": 1.0}
vergeltung	{"ud.noun": 1.0}
vergessen	{"ud.verb": 1.0}
vergleich	{"ud.noun": 1.0}
vergleichbar	{"ud.adj": 1.0}
vergleichsweise	{"ud.adv": 1.0}
vergleicht	{"ud.verb": 1.0}
verglichen	{"ud.verb": 1.0}
vergrößert	{"ud.verb": 1.0}
verhaftet	{"ud.verb": 1.0}
verhaftung	{"ud.noun": 1.0}
verhalten	{"ud.noun": 0.8235294117647058, "ud.verb": 0.11764705882352941, "ud.adj": 0.058823529411764705}
verhaltensweisen	{"ud.noun": 1.0}
verhandelt	{"ud.verb": 1.0}
verhandlungen	{"ud.noun": 1.0}
verheiratet	{"ud.adj": 0.9047619047619048, "ud.verb": 0.09523809523809523}
verheiratete	{"ud.adj": 0.75, "ud.verb": 0.25}
verhindern	{"ud.verb": 1.0}
verhindert	{"ud.verb": 1.0}
verhältnis	{"ud.noun": 1.0}
verhältnisse	{"ud.noun": 1.0}
verhältnissen	{"ud.noun": 1.0}
verkauf	{"ud.noun": 1.0}
verkaufen	{"ud.verb": 1.0}
verkauft	{"ud.verb": 1.0}
verkaufte	{"ud.verb": 1.0}
verkehr	{"ud.noun": 1.0}
verkehren	{"ud.verb": 1.0}
verkehrt	{"ud.verb": 1.0}
verkehrte	{"ud.verb": 1.0}
verkehrten	{"ud.verb": 1.0}
verkleidet	{"ud.verb": 1.0}
verknüpft	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
verkäufer	{"ud.noun": 1.0}
verlag	{"ud.propn": 0.47058823529411764, "ud.noun": 0.5294117647058824}
verlagerung	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
verlangen	{"ud.verb": 0.75, "ud.noun": 0.25}
verlangt	{"ud.verb": 1.0}
verlangten	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
verlassen	{"ud.verb": 0.9473684210526315, "ud.noun": 0.05263157894736842}
verlauf	{"ud.noun": 1.0}
verlaufen	{"ud.verb": 1.0}
verlegt	{"ud.verb": 1.0}
verlegte	{"ud.verb": 0.8, "ud.adj": 0.2}
verlegten	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
verlegung	{"ud.noun": 1.0}
verleihung	{"ud.noun": 1.0}
verletzt	{"ud.verb": 1.0}
verletzte	{"ud.verb": 0.7142857142857143, "ud.noun": 0.2857142857142857}
verletzten	{"ud.noun": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.verb": 0.3333333333333333}
verletzung	{"ud.noun": 1.0}
verletzungen	{"ud.noun": 1.0}
verliebt	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
verlief	{"ud.verb": 1.0}
verliehen	{"ud.verb": 1.0}
verlieren	{"ud.verb": 1.0}
verliert	{"ud.verb": 1.0}
verließ	{"ud.verb": 1.0}
verlor	{"ud.verb": 1.0}
verloren	{"ud.verb": 0.6111111111111112, "ud.adv": 0.3333333333333333, "ud.adj": 0.05555555555555555}
verlorene	{"ud.adj": 0.75, "ud.propn": 0.25}
verlust	{"ud.noun": 1.0}
verluste	{"ud.noun": 1.0}
verlängert	{"ud.verb": 1.0}
verlängerte	{"ud.verb": 0.5, "ud.adj": 0.5}
verlängerung	{"ud.noun": 1.0}
verlässt	{"ud.verb": 1.0}
verläuft	{"ud.verb": 1.0}
vermachte	{"ud.verb": 1.0}
vermehrt	{"ud.adj": 1.0}
vermeiden	{"ud.verb": 1.0}
vermerkt	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
vermieden	{"ud.verb": 1.0}
vermittelt	{"ud.verb": 1.0}
vermittelte	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
vermittlung	{"ud.noun": 1.0}
vermutete	{"ud.verb": 1.0}
vermutlich	{"ud.adv": 0.09375, "ud.adj": 0.90625}
vermögen	{"ud.noun": 1.0}
vernetzt	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
vernichtung	{"ud.noun": 1.0}
verordnung	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
verpasste	{"ud.verb": 1.0}
verpflichtet	{"ud.verb": 0.8, "ud.adj": 0.2}
verpflichtete	{"ud.verb": 1.0}
verraten	{"ud.verb": 1.0}
verringert	{"ud.verb": 1.0}
verrät	{"ud.verb": 1.0}
versailles	{"ud.propn": 1.0}
versammlung	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
verschaffen	{"ud.verb": 1.0}
verschaffte	{"ud.verb": 1.0}
verschieden	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
verschiedene	{"ud.adj": 0.9803921568627451, "ud.propn": 0.0196078431372549}
verschiedenen	{"ud.adj": 0.9821428571428571, "ud.noun": 0.017857142857142856}
verschiedener	{"ud.adj": 1.0}
verschiedensten	{"ud.adj": 1.0}
verschlechterte	{"ud.verb": 1.0}
verschluss	{"ud.noun": 1.0}
verschmälert	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
verschwand	{"ud.verb": 1.0}
verschwinden	{"ud.verb": 0.75, "ud.noun": 0.25}
verschwunden	{"ud.adj": 0.2857142857142857, "ud.verb": 0.7142857142857143}
verse	{"ud.noun": 1.0}
versehen	{"ud.noun": 0.125, "ud.verb": 0.5, "ud.adj": 0.375}
versehenen	{"ud.adj": 1.0}
versenkt	{"ud.verb": 1.0}
versetzt	{"ud.verb": 1.0}
versichert	{"ud.verb": 1.0}
versicherung	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
version	{"ud.noun": 1.0}
versionen	{"ud.noun": 1.0}
versorgen	{"ud.verb": 1.0}
versorgt	{"ud.verb": 1.0}
versorgung	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
versprach	{"ud.verb": 1.0}
versprechen	{"ud.noun": 0.75, "ud.verb": 0.25}
verspricht	{"ud.verb": 1.0}
versprochen	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
verstand	{"ud.verb": 0.8, "ud.noun": 0.2}
verstanden	{"ud.adj": 0.25, "ud.verb": 0.75}
verstarb	{"ud.verb": 1.0}
verstecken	{"ud.verb": 1.0}
versteckt	{"ud.verb": 1.0}
verstehen	{"ud.verb": 0.8888888888888888, "ud.noun": 0.1111111111111111}
versteht	{"ud.verb": 1.0}
verstorben	{"ud.verb": 1.0}
verstorbenen	{"ud.noun": 0.25, "ud.adj": 0.75}
verstreut	{"ud.adj": 0.5, "ud.verb": 0.5}
verständnis	{"ud.noun": 1.0}
verstärken	{"ud.verb": 1.0}
verstärkt	{"ud.adj": 0.75, "ud.verb": 0.25}
verstärkte	{"ud.adj": 0.7777777777777778, "ud.verb": 0.2222222222222222}
verstärkten	{"ud.verb": 0.75, "ud.adj": 0.25}
verstärkung	{"ud.noun": 1.0}
versuch	{"ud.noun": 1.0}
versuche	{"ud.noun": 1.0}
versuchen	{"ud.verb": 0.9166666666666666, "ud.noun": 0.08333333333333333}
versucht	{"ud.verb": 1.0}
versuchte	{"ud.verb": 0.9130434782608695, "ud.adj": 0.08695652173913043}
verteidiger	{"ud.noun": 1.0}
verteidigt	{"ud.verb": 1.0}
verteidigte	{"ud.verb": 1.0}
verteidigung	{"ud.noun": 1.0}
verteilt	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
verteilung	{"ud.noun": 1.0}
vertrag	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
vertrat	{"ud.verb": 1.0}
vertraut	{"ud.adj": 1.0}
vertraute	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
vertreibung	{"ud.noun": 1.0}
vertreten	{"ud.verb": 0.6086956521739131, "ud.adj": 0.391304347826087}
vertreter	{"ud.noun": 1.0}
vertretung	{"ud.noun": 1.0}
vertrieben	{"ud.verb": 1.0}
vertriebenen	{"ud.adj": 0.75, "ud.noun": 0.25}
vertritt	{"ud.verb": 1.0}
verursacht	{"ud.verb": 1.0}
verurteilt	{"ud.verb": 1.0}
verurteilte	{"ud.verb": 0.8, "ud.adj": 0.2}
verwalter	{"ud.noun": 1.0}
verwaltet	{"ud.verb": 1.0}
verwaltung	{"ud.noun": 1.0}
verwaltungseinheit	{"ud.noun": 1.0}
verwaltungsgebiet	{"ud.noun": 1.0}
verwaltungsgemeinschaft	{"ud.noun": 1.0}
verwaltungsgliederung	{"ud.noun": 1.0}
verwaltungssitz	{"ud.noun": 1.0}
verwaltungszentrum	{"ud.noun": 1.0}
verwandelte	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
verwandte	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
verwandten	{"ud.noun": 0.6, "ud.adj": 0.4}
verwechseln	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
verweigert	{"ud.verb": 1.0}
verweigerte	{"ud.verb": 1.0}
verweisen	{"ud.verb": 1.0}
verwenden	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
verwendet	{"ud.verb": 1.0}
verwendete	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
verwendeten	{"ud.adj": 0.75, "ud.verb": 0.25}
verwendung	{"ud.noun": 1.0}
verwies	{"ud.verb": 1.0}
verwundet	{"ud.verb": 1.0}
verzeichnet	{"ud.verb": 1.0}
verzicht	{"ud.noun": 1.0}
verzichten	{"ud.verb": 1.0}
verzichtet	{"ud.verb": 1.0}
verzichtete	{"ud.verb": 1.0}
verzweifelt	{"ud.adj": 1.0}
verändern	{"ud.verb": 1.0}
verändert	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
veränderte	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
veränderung	{"ud.noun": 1.0}
veränderungen	{"ud.noun": 1.0}
veröffentlicht	{"ud.verb": 0.9696969696969697, "ud.adj": 0.030303030303030304}
veröffentlichte	{"ud.verb": 0.875, "ud.adj": 0.125}
veröffentlichten	{"ud.adj": 0.875, "ud.verb": 0.125}
veröffentlichung	{"ud.noun": 1.0}
veröffentlichungen	{"ud.noun": 0.9, "ud.propn": 0.1}
veteranen	{"ud.noun": 1.0}
vetter	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
vfl	{"ud.propn": 1.0}
vi	{"ud.propn": 1.0}
victor	{"ud.propn": 1.0}
victoria	{"ud.propn": 1.0}
video	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
vieh	{"ud.noun": 1.0}
viel	{"ud.verb": 0.02040816326530612, "ud.pron": 0.5918367346938775, "ud.det": 0.12244897959183673, "ud.adv": 0.24489795918367346, "ud.adj": 0.02040816326530612}
viele	{"ud.det": 0.5086206896551724, "ud.pron": 0.49137931034482757}
vielen	{"ud.det": 0.8676470588235294, "ud.pron": 0.1323529411764706}
vieler	{"ud.pron": 0.8333333333333334, "ud.det": 0.16666666666666666}
vielfalt	{"ud.noun": 1.0}
vielleicht	{"ud.adv": 1.0}
vielmehr	{"ud.adv": 1.0}
vielzahl	{"ud.noun": 1.0}
vier	{"ud.num": 1.0}
viermal	{"ud.adv": 1.0}
vierte	{"ud.adj": 0.7, "ud.noun": 0.3}
viertel	{"ud.noun": 1.0}
viertelfinale	{"ud.noun": 1.0}
vierten	{"ud.adj": 1.0}
vierter	{"ud.noun": 0.75, "ud.adj": 0.25}
vierzig	{"ud.num": 1.0}
vietnam	{"ud.propn": 1.0}
vii	{"ud.num": 0.5, "ud.propn": 0.5}
vikar	{"ud.noun": 1.0}
villa	{"ud.propn": 0.5, "ud.noun": 0.5}
village	{"ud.propn": 1.0}
virginia	{"ud.propn": 1.0}
virus	{"ud.noun": 1.0}
visual	{"ud.propn": 1.0}
vize	{"ud.noun": 1.0}
vizemeister	{"ud.noun": 1.0}
vizemeisterschaft	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
vizepräsident	{"ud.noun": 1.0}
vogel	{"ud.noun": 0.25, "ud.propn": 0.75}
volk	{"ud.noun": 1.0}
volker	{"ud.propn": 1.0}
volkes	{"ud.noun": 1.0}
volksinitiative	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
volkspartei	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
volksrepublik	{"ud.propn": 1.0}
volksschule	{"ud.noun": 1.0}
volkswagen	{"ud.propn": 1.0}
volkswirtschaft	{"ud.noun": 1.0}
